IncidentID;IncidentLabel;IncidentLabelId;DuurInMinuut;Prognose;LocatieHSLIndicatie;LocatieBetuwerouteIndicatie;LocatieRandstadIndicatie;TreinRijkarakteristiekSprinterIndicatie;TreinRijkarakteristiekGoederenIndicatie;PrognoseOverdagIndicatie;PrognoseKantoortijdIndicatie;PrognosePiektijdIndicatie;ProRailBedieningGebiedSoort;ProRailCalamiteitenRegio;TreinNSRLBCICDIndicatie;MateVanVervuiling
785758;Rijrichtingstoring;132;320;112;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
783708;Rijrichtingstoring;132;346;112;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
782393;Rijrichtingstoring;132;349;112;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
790243;Rijrichtingstoring;132;1043;112;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
790195;Sectiestoring;128;4;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord;NULL;NULL
786975;Sectiestoring;128;4;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
787178;Sectiestoring;128;4;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
791585;Sectiestoring;128;4;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
782442;Sectiestoring;128;4;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
783390;Sectiestoring;128;4;211;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
783991;Sectiestoring;128;4;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
786009;Sectiestoring;128;4;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Zuid;NULL;NULL
786545;Sectiestoring;128;4;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
786270;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
786319;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
785149;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
784930;Sectiestoring;128;5;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
778043;Sectiestoring;128;5;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
777504;Sectiestoring;128;5;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
779311;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
786827;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
790399;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
790716;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
790894;Sectiestoring;128;5;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
791001;Sectiestoring;128;6;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
790561;Sectiestoring;128;6;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord;NULL;NULL
787569;Sectiestoring;128;6;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Schiphol;NULL;NULL
782114;Sectiestoring;128;6;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
780754;Sectiestoring;128;6;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
785326;Sectiestoring;128;6;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
786700;Sectiestoring;128;6;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
784034;Sectiestoring;128;6;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;NCBG;Noordoost;NULL;NULL
784466;Sectiestoring;128;7;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
782547;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
786180;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
785983;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;NCBG;Rotterdam Haven;NULL;NULL
784891;Sectiestoring;128;7;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
784691;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;NULL
784561;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
781414;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
781433;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
781180;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
777974;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
787199;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
790434;Sectiestoring;128;7;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
790357;Sectiestoring;128;8;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
789233;Sectiestoring;128;8;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
791497;Sectiestoring;128;8;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Noord;NULL;NULL
791237;Sectiestoring;128;9;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
782843;Sectiestoring;128;9;137;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
786106;Sectiestoring;128;10;211;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Zuid;NULL;NULL
777496;Sectiestoring;128;11;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
784383;Sectiestoring;128;12;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
777402;Sectiestoring;128;13;211;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
781772;Sectiestoring;128;13;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;NCBG;Noordoost;NULL;NULL
784578;Sectiestoring;128;15;211;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Zuid;NULL;NULL
782032;Sectiestoring;128;16;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
782037;Sectiestoring;128;21;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
782581;Sectiestoring;128;22;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
782205;Sectiestoring;128;22;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
781434;Sectiestoring;128;29;137;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
780916;Sectiestoring;128;29;211;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
782434;Sectiestoring;128;30;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
790739;Sectiestoring;128;30;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
788294;Sectiestoring;128;32;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
777438;Sectiestoring;128;32;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
786596;Sectiestoring;128;37;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
777649;Sectiestoring;128;38;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
779989;Sectiestoring;128;41;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
777434;Sectiestoring;128;44;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
787194;Sectiestoring;128;46;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
780691;Sectiestoring;128;47;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
788912;Sectiestoring;128;51;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
783039;Sectiestoring;128;55;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
787051;Sectiestoring;128;62;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
781627;Sectiestoring;128;64;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
786502;Sectiestoring;128;75;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
777841;Sectiestoring;128;76;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Schiphol;NULL;NULL
778056;Sectiestoring;128;77;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
780266;Sectiestoring;128;78;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
790286;Sectiestoring;128;79;155;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
783975;Sectiestoring;128;81;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
779764;Sectiestoring;128;85;223;Nee;Ja;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
780780;Sectiestoring;128;95;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
787158;Sectiestoring;128;97;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
787660;Sectiestoring;128;97;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
779183;Sectiestoring;128;100;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
791714;Sectiestoring;128;101;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
790672;Sectiestoring;128;111;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
778174;Sectiestoring;128;117;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
778459;Sectiestoring;128;118;211;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
791634;Sectiestoring;128;119;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
785164;Sectiestoring;128;122;211;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Zuid;NULL;NULL
791511;Sectiestoring;128;129;211;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Zuid;NULL;NULL
789684;Sectiestoring;128;130;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
787146;Sectiestoring;128;131;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
791689;Sectiestoring;128;131;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
787678;Sectiestoring;128;132;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
787209;Sectiestoring;128;145;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
786569;Sectiestoring;128;145;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783855;Sectiestoring;128;145;137;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
786468;Sectiestoring;128;149;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
786448;Sectiestoring;128;157;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
789078;Sectiestoring;128;159;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
788886;Sectiestoring;128;167;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
787054;Sectiestoring;128;170;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
790258;Sectiestoring;128;170;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
778328;Sectiestoring;128;172;211;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
777886;Sectiestoring;128;172;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
779197;Sectiestoring;128;174;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Noordoost;NULL;NULL
787011;Sectiestoring;128;174;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
791693;Sectiestoring;128;176;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
778311;Sectiestoring;128;182;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783237;Sectiestoring;128;182;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
777454;Sectiestoring;128;183;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
790823;Sectiestoring;128;184;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
790042;Sectiestoring;128;184;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
779734;Sectiestoring;128;188;211;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Zuid;NULL;NULL
781505;Sectiestoring;128;194;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
781955;Sectiestoring;128;196;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Noordoost;NULL;NULL
786505;Sectiestoring;128;197;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
788614;Sectiestoring;128;202;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
788411;Sectiestoring;128;202;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
779032;Sectiestoring;128;203;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
783339;Sectiestoring;128;214;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Rotterdam Haven;NULL;NULL
787675;Sectiestoring;128;221;211;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
778089;Sectiestoring;128;227;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
777709;Sectiestoring;128;229;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
780025;Sectiestoring;128;231;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
786905;Sectiestoring;128;231;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Noord;NULL;NULL
788379;Sectiestoring;128;231;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
781905;Sectiestoring;128;232;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
778492;Sectiestoring;128;235;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
785891;Sectiestoring;128;239;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
779973;Sectiestoring;128;254;155;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
789763;Sectiestoring;128;271;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
788102;Sectiestoring;128;272;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
779986;Sectiestoring;128;273;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
777857;Sectiestoring;128;283;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
782506;Sectiestoring;128;286;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
782133;Sectiestoring;128;286;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
782451;Sectiestoring;128;287;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
790492;Sectiestoring;128;304;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Rotterdam Haven;NULL;NULL
789171;Sectiestoring;128;306;211;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
781724;Sectiestoring;128;313;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
777422;Sectiestoring;128;319;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
788670;Sectiestoring;128;323;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
781021;Sectiestoring;128;327;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
785096;Sectiestoring;128;327;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783575;Sectiestoring;128;334;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
791292;Sectiestoring;128;336;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
789251;Sectiestoring;128;342;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
789561;Sectiestoring;128;345;110;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
788697;Sectiestoring;128;350;211;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
783267;Sectiestoring;128;354;137;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
784258;Sectiestoring;128;356;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
788856;Sectiestoring;128;363;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
780534;Sectiestoring;128;365;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783905;Sectiestoring;128;382;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
783644;Sectiestoring;128;382;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
783269;Sectiestoring;128;396;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;NULL
787337;Sectiestoring;128;411;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
779911;Sectiestoring;128;416;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
788803;Sectiestoring;128;430;155;Nee;Ja;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
790723;Sectiestoring;128;443;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Rotterdam Haven;NULL;NULL
781949;Sectiestoring;128;471;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Noordoost;NULL;NULL
790930;Sectiestoring;128;486;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Schiphol;NULL;NULL
785526;Sectiestoring;128;493;110;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
784707;Sectiestoring;128;497;110;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
779832;Sectiestoring;128;550;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
788925;Sectiestoring;128;556;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord;NULL;NULL
784946;Sectiestoring;128;613;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
780327;Sectiestoring;128;615;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Schiphol;NULL;NULL
787595;Sectiestoring;128;637;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Schiphol;NULL;NULL
785519;Sectiestoring;128;713;211;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
778401;Sectiestoring;128;816;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
785469;Sectiestoring;128;826;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
778250;Sectiestoring;128;846;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Rotterdam Haven;NULL;NULL
781913;Sectiestoring;128;890;137;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
784627;Sectiestoring;128;910;211;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;NULL
787683;Sectiestoring;128;1035;155;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
786222;Sectiestoring;128;1046;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Schiphol;NULL;NULL
789923;Sectiestoring;128;1112;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
778012;Sectiestoring;128;1436;211;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Zuid;NULL;NULL
790305;Sectiestoring;128;1567;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
777657;Sectiestoring;128;2103;155;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
786230;Sectiestoring;128;3119;155;Nee;Ja;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
785132;Sectiestoring;128;3405;155;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;NCBG;Rotterdam Haven;NULL;NULL
790053;Sectiestoring;128;4671;155;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
789542;Seinstoring;131;4;174;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
790350;Seinstoring;131;4;127;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;NULL
787725;Seinstoring;131;4;127;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
788843;Seinstoring;131;4;174;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
788387;Seinstoring;131;4;174;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
785393;Seinstoring;131;4;127;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
786285;Seinstoring;131;4;127;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
786500;Seinstoring;131;4;127;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
