IncidentID;IncidentLabel;IncidentLabelId;DuurInMinuut;Prognose;LocatieHSLIndicatie;LocatieBetuwerouteIndicatie;LocatieRandstadIndicatie;TreinRijkarakteristiekSprinterIndicatie;TreinRijkarakteristiekGoederenIndicatie;PrognoseOverdagIndicatie;PrognoseKantoortijdIndicatie;PrognosePiektijdIndicatie;ProRailBedieningGebiedSoort;ProRailCalamiteitenRegio;TreinNSRLBCICDIndicatie;MateVanVervuiling
780930;(dreigende) Storing ICT systemen;139;2;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
781010;(dreigende) Storing ICT systemen;139;3;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
781327;(dreigende) Storing ICT systemen;139;3;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
782120;(dreigende) Storing ICT systemen;139;3;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
778922;(dreigende) Storing ICT systemen;139;3;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
778132;(dreigende) Storing ICT systemen;139;4;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;NULL
781819;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Ja;;;NULL;NULL
781452;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
781482;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Ja;;;NULL;NULL
781110;(dreigende) Storing ICT systemen;139;4;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
782146;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
782770;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
784323;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
784542;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
784764;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
784824;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
784994;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
785432;(dreigende) Storing ICT systemen;139;4;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
785813;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
786360;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
787197;(dreigende) Storing ICT systemen;139;4;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
789517;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
789558;(dreigende) Storing ICT systemen;139;4;76;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
791516;(dreigende) Storing ICT systemen;139;4;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
791506;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Ja;;;NULL;NULL
789552;(dreigende) Storing ICT systemen;139;5;76;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
790120;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
791139;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Ja;;;NULL;NULL
788468;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
788704;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
785732;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
786056;(dreigende) Storing ICT systemen;139;5;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;NULL
785371;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
784914;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
784081;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
783322;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
782360;(dreigende) Storing ICT systemen;139;5;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
781211;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
781028;(dreigende) Storing ICT systemen;139;5;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
781473;(dreigende) Storing ICT systemen;139;5;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Zuid;NULL;NULL
781446;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
781929;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
780444;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
778136;(dreigende) Storing ICT systemen;139;5;76;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
777498;(dreigende) Storing ICT systemen;139;5;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
779264;(dreigende) Storing ICT systemen;139;5;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
783191;(dreigende) Storing ICT systemen;139;6;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
783265;(dreigende) Storing ICT systemen;139;6;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
785972;(dreigende) Storing ICT systemen;139;6;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
785844;(dreigende) Storing ICT systemen;139;6;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
787994;(dreigende) Storing ICT systemen;139;6;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
788409;(dreigende) Storing ICT systemen;139;6;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
790846;(dreigende) Storing ICT systemen;139;7;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
790084;(dreigende) Storing ICT systemen;139;7;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
782535;(dreigende) Storing ICT systemen;139;7;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Zuid;NULL;NULL
777407;(dreigende) Storing ICT systemen;139;7;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
784083;(dreigende) Storing ICT systemen;139;8;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
789539;(dreigende) Storing ICT systemen;139;8;76;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
789301;(dreigende) Storing ICT systemen;139;8;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
790947;(dreigende) Storing ICT systemen;139;8;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
783441;(dreigende) Storing ICT systemen;139;9;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
791571;(dreigende) Storing ICT systemen;139;10;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
790642;(dreigende) Storing ICT systemen;139;13;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Zuid;NULL;NULL
783179;(dreigende) Storing ICT systemen;139;13;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
778901;(dreigende) Storing ICT systemen;139;13;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
778832;(dreigende) Storing ICT systemen;139;14;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
782684;(dreigende) Storing ICT systemen;139;15;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
782371;(dreigende) Storing ICT systemen;139;17;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
781116;(dreigende) Storing ICT systemen;139;17;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Rotterdam Haven;NULL;NULL
785333;(dreigende) Storing ICT systemen;139;19;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
790573;(dreigende) Storing ICT systemen;139;20;76;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
785018;(dreigende) Storing ICT systemen;139;36;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
778926;(dreigende) Storing ICT systemen;139;45;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
785437;(dreigende) Storing ICT systemen;139;49;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
785809;(dreigende) Storing ICT systemen;139;75;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
789288;(dreigende) Storing ICT systemen;139;76;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
789352;(dreigende) Storing ICT systemen;139;96;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
779042;(dreigende) Storing ICT systemen;139;98;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
785786;(dreigende) Storing ICT systemen;139;99;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Ja;;;NULL;NULL
777684;(dreigende) Storing ICT systemen;139;112;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
777642;(dreigende) Storing ICT systemen;139;115;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
785852;(dreigende) Storing ICT systemen;139;126;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
783214;(dreigende) Storing ICT systemen;139;131;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
778615;(dreigende) Storing ICT systemen;139;132;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
791527;(dreigende) Storing ICT systemen;139;134;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
781428;(dreigende) Storing ICT systemen;139;135;76;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Noordoost;NULL;NULL
779175;(dreigende) Storing ICT systemen;139;139;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
787046;(dreigende) Storing ICT systemen;139;141;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
787958;(dreigende) Storing ICT systemen;139;145;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
783608;(dreigende) Storing ICT systemen;139;157;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
787946;(dreigende) Storing ICT systemen;139;167;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Ja;;;NULL;NULL
780470;(dreigende) Storing ICT systemen;139;184;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
789149;(dreigende) Storing ICT systemen;139;188;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
788389;(dreigende) Storing ICT systemen;139;207;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
784983;(dreigende) Storing ICT systemen;139;217;76;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;NULL
778446;(dreigende) Storing ICT systemen;139;233;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
788360;(dreigende) Storing ICT systemen;139;252;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
789001;(dreigende) Storing ICT systemen;139;273;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
779754;(dreigende) Storing ICT systemen;139;293;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
788828;(dreigende) Storing ICT systemen;139;345;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
783287;(dreigende) Storing ICT systemen;139;404;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
779432;(dreigende) Storing ICT systemen;139;430;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Nee;;;NULL;NULL
790949;(dreigende) Storing ICT systemen;139;478;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Nee;Nee;;;NULL;NULL
778484;(dreigende) Storing ICT systemen;139;847;76;Onbekend;Onbekend;NULL;NULL;NULL;Nee;Nee;Nee;;;NULL;NULL
782940;(dreigende) Storing ICT systemen;139;1208;76;Onbekend;Onbekend;NULL;NULL;NULL;Ja;Ja;Ja;;;NULL;NULL
789663;Aanrijding (infra)object/voorwerp;180;9;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785974;Aanrijding (infra)object/voorwerp;180;16;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
786657;Aanrijding (infra)object/voorwerp;180;27;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
783258;Aanrijding (infra)object/voorwerp;180;27;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Noord;NULL;NULL
783959;Aanrijding (infra)object/voorwerp;180;27;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
777631;Aanrijding (infra)object/voorwerp;180;30;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
784537;Aanrijding (infra)object/voorwerp;180;32;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785283;Aanrijding (infra)object/voorwerp;180;33;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
789109;Aanrijding (infra)object/voorwerp;180;34;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Zuid;NULL;NULL
782409;Aanrijding (infra)object/voorwerp;180;39;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
789153;Aanrijding (infra)object/voorwerp;180;43;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
784163;Aanrijding (infra)object/voorwerp;180;45;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
784759;Aanrijding (infra)object/voorwerp;180;50;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
781384;Aanrijding (infra)object/voorwerp;180;50;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
788350;Aanrijding (infra)object/voorwerp;180;55;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
790325;Aanrijding (infra)object/voorwerp;180;59;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
785305;Aanrijding (infra)object/voorwerp;180;62;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord;NULL;NULL
785037;Aanrijding (infra)object/voorwerp;180;62;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
782499;Aanrijding (infra)object/voorwerp;180;63;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
780906;Aanrijding (infra)object/voorwerp;180;64;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
790220;Aanrijding (infra)object/voorwerp;180;65;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
780242;Aanrijding (infra)object/voorwerp;180;67;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
790922;Aanrijding (infra)object/voorwerp;180;70;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
789896;Aanrijding (infra)object/voorwerp;180;72;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
788001;Aanrijding (infra)object/voorwerp;180;75;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
789436;Aanrijding (infra)object/voorwerp;180;76;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Zuid;NULL;NULL
777617;Aanrijding (infra)object/voorwerp;180;101;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
778439;Aanrijding (infra)object/voorwerp;180;118;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
787646;Aanrijding (infra)object/voorwerp;180;125;47;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;NULL
784545;Aanrijding (infra)object/voorwerp;180;144;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
791398;Aanrijding (infra)object/voorwerp;180;149;47;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
783587;Aanrijding (infra)object/voorwerp;180;175;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
788371;Aanrijding (infra)object/voorwerp;180;194;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
784504;Aanrijding (infra)object/voorwerp;180;262;47;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
785304;Aanrijding groot dier;175;9;63;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Zuid;NULL;NULL
785924;Aanrijding groot dier;175;22;63;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
785339;Aanrijding groot dier;175;29;63;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
785930;Aanrijding groot dier;175;132;63;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
791593;Aanrijding klein wegvoertuig;178;145;182;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
788563;Aanrijding klein wegvoertuig;178;494;182;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;NULL
785239;Aanrijding klein wegvoertuig;178;1775;182;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Zuid;NULL;NULL
784066;Aanrijding of aanvaring verkeer met brug of viaduct;151;15;79;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Randstad Noord;NULL;NULL
778944;Aanrijding of aanvaring verkeer met brug of viaduct;151;31;79;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
787560;Aanrijding of aanvaring verkeer met brug of viaduct;151;80;79;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;NULL
783307;Aanrijding of aanvaring verkeer met brug of viaduct;151;91;79;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord-Noord;NULL;NULL
778342;Aanrijding of aanvaring verkeer met brug of viaduct;151;109;79;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
780030;Aanrijding of aanvaring verkeer met brug of viaduct;151;120;79;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;NULL
788172;Aanrijding of aanvaring verkeer met brug of viaduct;151;128;79;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;NULL
786615;Aanrijding persoon;176;183;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;Licht
789359;Aanrijding persoon;176;185;180;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Noordoost;NULL;Sterk
786323;Aanrijding persoon;176;217;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Randstad Zuid;NULL;Licht
778932;Aanrijding persoon;176;217;180;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Randstad Noord;NULL;Licht
790102;Aanrijding persoon;176;226;219;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;Sterk
788119;Aanrijding persoon;176;237;180;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;Licht
781398;Aanrijding persoon;176;248;199;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Randstad Noord-Noord;NULL;Licht
786065;Aanrijding persoon;176;250;180;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;Licht
786098;Aanrijding persoon;176;260;219;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;PPLG;Noordoost;NULL;Sterk
784598;Aanrijding persoon;176;266;180;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Zuid;NULL;Sterk
787665;Aanrijding persoon;176;294;219;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Noordoost;NULL;Sterk
791622;Aanrijding persoon;176;303;180;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Randstad Zuid;NULL;NULL
786931;Aanrijding persoon;176;310;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Zuid;NULL;Sterk
778730;Aanrijding persoon;176;324;219;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;Sterk
781615;Aanrijding persoon;176;328;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;Licht
788488;Aanrijding persoon;176;334;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;Sterk
789120;Aanrijding persoon;176;336;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;Vrije baan;Noordoost;NULL;Sterk
784830;Aanrijding persoon;176;349;180;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;PPLG;Randstad Noord;NULL;Sterk
783367;Aanrijding persoon;176;350;180;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Noordoost;NULL;Sterk
778016;Aanrijding persoon;176;361;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Zuid;NULL;Sterk
788591;Aanrijding persoon;176;361;180;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Nee;PPLG;Noordoost;NULL;Sterk
779507;Aanrijding persoon;176;371;174;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Zuid;NULL;Licht
780105;Aanrijding persoon;176;398;219;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Ja;Vrije baan;Noordoost;NULL;Sterk
788499;Bijna aanrijding;174;17;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Noordoost;NULL;NULL
791155;Bijna aanrijding;174;17;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;Vrije baan;Randstad Noord-Noord;NULL;NULL
788183;Bijna aanrijding;174;18;38;Nee;Nee;NULL;NULL;NULL;Ja;Ja;Nee;Vrije baan;Randstad Noord;NULL;NULL
789849;Bijna aanrijding;174;19;38;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Zuid;NULL;NULL
778142;Bijna aanrijding;174;24;38;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;PPLG;Rotterdam Haven;NULL;NULL
778256;Bijna aanrijding;174;27;38;Nee;Nee;NULL;NULL;NULL;Ja;Nee;Ja;PPLG;Randstad Noord-Noord;NULL;NULL
780452;Bijna aanrijding;174;28;38;Nee;Nee;NULL;NULL;NULL;Nee;Nee;Nee;Vrije baan;Zuid;NULL;NULL
